,DBS1,DBS2,DBS3,DBS4,DBS5,DBS7,DBS8,DBS10,DBS11,DBS12,DBS13,DBS14,DBS15,DBS16,DBS17,DBS18,DBS19,DBS20,DBS21,DBS22,DBS23,DBS24,DBS25,DBS26,DBS27,DBS28,DBS29,DBS30,DBS31,DBS32,DBS33,DBS34,DBS35,DBS36,DBS37,DBS38,DBS39,DBS40,DBS41
Head.SCC..SP33094,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP33496,0,0,0,69.1476142818267,0,0,0,0,98.8523857181904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP33544,0,0,0,201.728799083163,0,0,0,0,132.271200916864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP33688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.749469754958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP33774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP117003,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP117124,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP117260,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP117376,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP117408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP117482,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP117509,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP117779,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP117932,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP118015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123972,0,0,0,0,0,0,0,0,0,0,37.8060364782243,0,0,0,0,0,0,30.1939635217857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP34186,0,0,0,0,0,0,0,0,0,0,40.0299209769434,0,0,0,0,0,0,31.9700790230672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP34191,0,0,0,0,0,0,0,0,0,0,36.6940942288647,0,0,0,0,0,0,29.3059057711449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP34246,0,0,0,0,0,0,0,0,0,0,51.1493434705387,0,0,0,0,0,0,40.8506565294748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP34431,0,0,0,0,0,0,0,0,0,0,30.5784118573873,0,0,0,0,0,0,24.4215881426208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP34452,0,0,0,0,0,0,0,0,0,0,75.6120729564486,0,0,0,0,0,0,60.3879270435714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP34493,0,0,0,0,0,0,0,0,0,0,28.3545273586682,0,0,0,0,0,0,22.6454726413393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP35412,0,0,0,0,0,0,0,0,0,0,29.3878694774106,0,0,0,0,0,0,23.4707560390529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP35617,0,0,0,0,0,0,0,0,0,0,45.5896322237411,0,0,0,0,0,0,36.410367776271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP35849,0,0,0,0,0,0,0,0,0,0,17.2351048650728,0,0,0,0,0,0,13.7648951349317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP35951,0,0,0,0,0,0,0,0,0,0,61.1568237147746,0,0,0,0,0,0,48.8431762852416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP35989,0,0,0,0,0,0,0,0,0,0,49.4814300964994,0,0,0,0,0,0,39.5185699035136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP36036,0,0,0,0,0,0,0,0,0,0,18.3470471144324,0,0,0,0,0,0,14.6529528855725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP36218,0,0,0,0,0,0,0,0,0,0,21.682873862511,0,0,0,0,0,0,17.3171261374947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP36498,0,0,0,0,0,0,0,0,0,0,47.2575455977804,0,0,0,0,0,0,37.7424544022321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP36586,0,0,0,0,0,0,0,0,0,0,20.5709316131515,0,0,0,0,0,0,16.429068386854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP37369,0,0,0,0,0,0,0,0,0,0,29.4664696080278,0,0,0,0,0,0,23.53353039198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP37432,0,0,0,0,0,0,0,0,0,0,36.138123104185,0,0,0,0,0,0,28.8618768958246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP37516,0,0,0,0,0,0,0,0,0,0,32.8022963561064,0,0,0,0,0,0,26.1977036439023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP37636,0,0,0,0,0,0,0,0,0,0,26.1306428599491,0,0,0,0,0,0,20.8693571400578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP37903,0,0,0,0,0,0,0,0,0,0,40.1298627345293,0,58.8202393017563,0,0,0,0,32.0498979637433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP37970,0,0,0,0,0,0,0,0,0,0,56.1530835926567,0,0,0,0,0,0,44.8469164073582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP38044,0,0,0,0,0,0,0,0,0,0,47.8135167224601,0,0,0,0,0,0,38.1864832775525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP38271,0,0,0,0,0,0,0,0,0,0,19.8945663464419,0,42.2165474728697,0,0,0,0,15.8888861807083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP38759,0,0,0,0,0,0,0,0,0,0,55.0411413432971,0,0,0,0,0,0,43.9588586567174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP39102,0,0,0,0,0,0,0,0,0,0,23.3507872365503,0,0,0,0,0,0,18.6492127634559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP39248,0,0,0,0,0,0,0,0,0,0,25.0187006105896,0,0,0,0,0,0,19.981299389417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP39298,0,0,0,0,0,0,0,0,0,0,43.1976278935113,0,70.3023895020071,0,0,0,0,34.4999826045138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP39349,0,0,0,0,0,0,0,0,0,0,27.2425851093087,0,0,0,0,0,0,21.7574148906985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP39594,0,0,0,0,0,0,0,0,0,0,42.2538054756624,0,0,0,0,0,0,33.7461945243487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP39907,0,0,0,0,0,0,0,0,0,0,32.2463252314266,0,0,0,0,0,0,25.7536747685819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP39997,0,0,0,0,0,0,0,0,0,0,29.4664696080278,0,0,0,0,0,0,23.53353039198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP40047,0,0,0,0,0,0,0,0,0,0,43.365747725022,0,0,0,0,0,0,34.6342522749895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP40736,0,0,0,0,0,0,0,0,0,0,36.138123104185,0,0,0,0,0,0,28.8618768958246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP41453,0,0,0,0,0,0,0,0,0,0,28.910498483348,0,0,0,0,0,0,23.0895015166597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP42154,0,0,0,0,0,0,0,0,0,0,56.7090547173364,0,0,0,0,0,0,45.2909452826786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP42829,0,0,0,0,0,0,0,0,0,0,30.5784118573873,0,0,0,0,0,0,24.4215881426208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP43201,0,0,0,0,0,0,0,0,0,0,31.1343829820671,0,0,0,0,0,0,24.8656170179412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP43510,0,0,0,0,0,0,0,0,0,0,37.2500653535445,0,0,0,0,0,0,29.7499346464653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP43514,0,0,0,0,0,0,0,0,0,0,21.682873862511,0,0,0,0,0,0,17.3171261374947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP43532,0,0,0,0,0,0,0,0,0,0,45.5896322237411,0,0,0,0,0,0,36.410367776271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP43651,0,0,0,0,0,0,0,0,0,0,31.838973511269,0,69.7326850300045,0,0,0,0,25.4283414587529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP43664,0,0,0,0,0,0,0,0,0,0,33.9893133307474,0,57.8649665028693,0,0,0,0,27.1457201664144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP43688,0,0,0,0,0,0,0,0,0,0,40.0299209769434,0,0,0,0,0,0,31.9700790230672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP43696,0,0,0,0,0,0,0,0,0,0,41.2175244014807,0,88.8639116820919,0,0,0,0,32.9185639164647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP43770,0,0,0,0,0,0,0,0,0,0,30.5784118573873,0,0,0,0,0,0,24.4215881426208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP43792,0,0,0,0,0,0,0,0,0,0,0,0,80.3722396020201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP43808,0,0,0,0,0,0,0,0,0,0,32.2463252314266,0,0,0,0,0,0,25.7536747685819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP43822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP97104,0,0,0,0,0,0,0,0,0,0,38.3620076029041,0,0,0,0,0,0,30.6379923971061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP97113,0,0,0,0,0,0,0,0,0,0,0,0,32.5410397964715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP97124,0,0,0,0,0,0,0,0,0,0,41.9555076671576,0,103.536534714269,0,0,0,0,33.5079576186152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP97145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP97161,0,0,0,0,0,0,0,0,0,0,27.9815788870313,0,74.6708054700862,0,0,0,0,22.3476156429047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP97194,0,0,0,0,0,0,0,0,0,0,46.3494177659289,0,104.633408268084,0,0,0,0,37.0171739660289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP97243,0,0,0,0,0,0,0,0,0,0,28.2871049640758,0,45.1212695976624,0,0,0,0,22.5916254382862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP97249,0,0,0,0,0,0,0,0,0,0,51.1493434705387,0,0,0,0,0,0,40.8506565294748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP97258,0,0,0,0,0,0,0,0,0,0,61.7127948394544,0,0,0,0,0,0,49.287205160562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP97269,0,0,0,0,0,0,0,0,0,0,27.9979446694126,0,72.6413690809429,0,0,0,0,22.3606862496718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP97278,0,0,0,0,0,0,0,0,0,0,26.1529721508103,0,35.959837319129,0,0,0,0,20.8871905300805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP106560,0,0,0,0,0,0,0,0,0,0,37.8060364782243,0,0,0,0,0,0,30.1939635217857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP106577,0,0,0,0,0,0,0,0,0,0,42.124198862708,0,85.233117525744,0,0,0,0,33.6426836115879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP106602,0,0,0,0,0,0,0,0,0,0,14.7035949850287,0,45.5533117956581,0,0,0,0,11.7430932193271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP106638,0,0,0,0,0,0,0,0,0,0,54.5921414617679,0,32.8075956854619,0,0,0,0,43.600262852791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP106656,0,0,0,0,0,0,0,0,0,0,40.782613885957,0,52.6461654650895,0,0,0,0,32.5712206489807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP109457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP109470,0,0,0,0,0,0,0,0,0,0,37.7605390885347,0,76.0818340875712,0,0,0,0,30.1576268239302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP109478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP109544,0,0,0,0,0,0,0,0,0,0,21.2468612054406,0,56.7842361549433,0,0,0,0,16.9689026396361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP113926,0,0,0,0,0,0,0,0,0,0,23.9067583612301,0,0,0,0,0,0,19.0932416387763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102716,0,0,0,0,0,0,0,0,0,0,28.910498483348,0,0,0,0,0,0,23.0895015166597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102718,0,0,0,0,0,0,0,0,0,0,50.0374012211792,0,0,0,0,0,0,39.962598778834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102733,0,0,0,0,0,0,0,0,0,0,26.1306428599491,0,0,0,0,0,0,20.8693571400578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102741,0,0,0,0,0,0,0,0,0,0,65.048621587533,0,0,0,0,0,0,51.9513784124842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102755,0,0,0,0,0,0,0,0,0,0,120.08976293083,0,0,0,0,0,0,95.9102370692016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102759,0,0,0,0,0,0,0,0,0,0,21.9083027829077,0,81.5945312438343,0,0,0,0,17.4971659732796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102783,0,0,0,0,0,0,0,0,0,0,85.0635820760046,0,0,0,0,0,0,67.9364179240178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102795,0,0,0,0,0,0,0,0,0,0,62.2687659641341,0,0,0,0,0,0,49.7312340358823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102804,0,0,0,0,0,0,0,0,0,0,42.2538054756624,0,0,0,0,0,0,33.7461945243487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102816,0,0,0,0,0,0,0,0,0,0,38.9179787275838,0,0,0,0,0,0,31.0820212724265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102827,0,0,0,0,0,0,0,0,0,0,66.1605638368925,0,0,0,0,0,0,52.839436163125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102839,0,0,0,0,0,0,0,0,0,0,30.5784118573873,0,0,0,0,0,0,24.4215881426208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102873,0,0,0,0,0,0,0,0,0,0,31.1343829820671,0,0,0,0,0,0,24.8656170179412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102881,0,0,0,0,0,0,0,0,0,0,30.5784118573873,0,0,0,0,0,0,24.4215881426208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102897,0,0,0,0,0,0,0,0,0,0,70.0523617096509,0,0,0,0,0,0,55.9476382903676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102913,0,0,0,0,0,0,0,0,0,0,35.0261808548254,0,0,0,0,0,0,27.9738191451838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102921,0,0,0,0,0,0,0,0,0,0,26.6866139846289,0,0,0,0,0,0,21.3133860153781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102929,0,0,0,0,0,0,0,0,0,0,45.0336610990613,0,0,0,0,0,0,35.9663389009506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102945,0,0,0,0,0,0,0,0,0,0,29.4664696080278,0,0,0,0,0,0,23.53353039198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102957,0,0,0,0,0,0,0,0,0,0,47.0908974835339,0,0,0,0,0,0,37.6093601254642,0,0,181.299742391041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102965,0,0,0,0,0,0,0,0,0,0,34.4702097301457,0,0,0,0,0,0,27.5297902698634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102973,0,0,0,0,0,0,0,0,0,0,59.3404715303451,0,0,0,0,0,0,47.3925383261165,0,0,94.2669901435753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102989,0,0,0,0,0,0,0,0,0,0,48.3694878471399,0,0,0,0,0,0,38.6305121528729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103005,0,0,0,0,0,0,0,0,0,0,24.4627294859098,0,0,0,0,0,0,19.5372705140966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103021,0,0,0,0,0,0,0,0,0,0,55.0411413432971,0,0,0,0,0,0,43.9588586567174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103037,0,0,0,0,0,0,0,0,0,0,18.3470471144324,0,0,0,0,0,0,14.6529528855725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103045,0,0,0,0,0,0,0,0,0,0,42.8097766003422,0,0,0,0,0,0,34.1902233996691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103057,0,0,0,0,0,0,0,0,0,0,104.522571439797,0,0,0,0,0,0,83.4774285602311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103065,0,0,0,0,0,0,0,0,0,0,71.7202750836902,0,0,0,0,0,0,57.2797249163288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103080,0,0,0,0,0,0,0,0,0,0,93.4031489462012,0,0,0,0,0,0,74.5968510538235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103100,0,0,0,0,0,0,0,0,0,0,30.0224407327075,0,0,0,0,0,0,23.9775592673004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103128,0,0,0,0,0,0,0,0,0,0,54.4851702186174,0,0,0,0,0,0,43.514829781397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103140,0,0,0,0,0,0,0,0,0,0,53.3732279692578,0,0,0,0,0,0,42.6267720307563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103156,0,0,0,0,0,0,0,0,0,0,47.2575455977804,0,0,0,0,0,0,37.7424544022321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103197,0,0,0,0,0,0,0,0,0,0,41.4276271913416,0,36.4860093405069,0,0,0,0,33.0863634681722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103213,0,0,0,0,0,0,0,0,0,0,34.4702097301457,0,0,0,0,0,0,27.5297902698634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103221,0,0,0,0,0,0,0,0,0,0,73.9441595824093,0,0,0,0,0,0,59.0558404176103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103233,0,0,0,0,0,0,0,0,0,0,57.2650258420162,0,0,0,0,0,0,45.7349741579989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103245,0,0,0,0,0,0,0,0,0,0,41.6978343509827,0,0,0,0,0,0,33.3021656490283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103261,0,0,0,0,0,0,0,0,0,0,24.53887364289,0,90.8630429646649,0,0,0,0,19.5980833924733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
