,Sig 1,Sig 2,Sig 3,Sig 4,Sig 5,Sig 6,Sig 7,Sig 8,Sig 9,Sig 10,Sig 11,Sig 12,Sig 13,Sig 14,Sig 15,Sig 16,Sig 17,Sig 18,Sig 19
Eso.AdenoCA..SP111117,0.957894736842105,0,0,0,0,0,0,0,0.0421052631578947,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP110842,0.73015873015873,0,0,0,0,0,0,0,0.26984126984127,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP111173,0.0627615062761506,0,0,0,0,0,0,0,0.937238493723849,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP111008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP111070,0.984848484848485,0,0,0,0,0,0,0,0.0151515151515152,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP110847,0.96078431372549,0,0,0,0,0,0,0,0.0392156862745098,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP111077,0.800925925925926,0.171296296296296,0,0,0,0,0,0,0.0277777777777778,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP111091,0.660714285714286,0,0,0,0,0,0,0,0.0773809523809524,0,0,0.261904761904762,0,0,0,0,0,0,0
Eso.AdenoCA..SP111072,0.954545454545455,0,0,0,0,0,0,0,0.0454545454545455,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP111084,0.94478527607362,0,0,0,0,0,0,0,0.0552147239263804,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP23504,0.76,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP23500,0.674418604651163,0,0,0,0,0,0,0,0.325581395348837,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP111029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP111175,0.405727923627685,0.100238663484487,0,0,0.00477326968973747,0,0,0,0.424821002386635,0,0,0.0644391408114559,0,0,0,0,0,0,0
Eso.AdenoCA..SP111049,0.887096774193548,0,0,0,0,0,0,0,0.112903225806452,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP23498,0.954128440366973,0,0,0,0,0,0,0,0.0458715596330275,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP111002,0.896551724137931,0,0,0,0,0,0,0,0.103448275862069,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP110866,0.684210526315789,0,0,0,0,0,0,0,0.315789473684211,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP111035,0.679012345679012,0.209876543209877,0,0,0,0,0,0,0.0493827160493827,0,0,0.0617283950617284,0,0,0,0,0,0,0
Eso.AdenoCA..SP111009,0.698630136986301,0,0,0,0,0,0,0,0.301369863013699,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP111114,0.673333333333333,0,0,0,0,0,0,0,0.326666666666667,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP111000,0.393939393939394,0,0,0,0,0,0,0,0.606060606060606,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP111045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP110861,0.955555555555556,0,0,0,0,0,0,0,0.0444444444444444,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP111047,0.99,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP111088,0.979166666666667,0,0,0,0,0,0,0,0.0208333333333333,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP111056,0.809090909090909,0,0,0,0,0,0,0,0.190909090909091,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP111089,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP111038,0.923076923076923,0,0,0,0,0,0,0,0.0769230769230769,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP110849,0.826086956521739,0,0,0,0,0,0,0,0.173913043478261,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP111164,0.8,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP111057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP111119,0.5,0,0,0,0,0,0,0,0.138157894736842,0,0,0.361842105263158,0,0,0,0,0,0,0
Eso.AdenoCA..SP111095,0.8125,0,0,0,0,0,0,0,0.1875,0,0,0,0,0,0,0,0,0,0
Eso.AdenoCA..SP111064,0.975308641975309,0,0,0,0,0,0,0,0.0246913580246914,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP29914,0.211822660098522,0.788177339901478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP31046,0.555555555555556,0.222222222222222,0,0,0,0,0,0.222222222222222,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP31334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP30011,0.556213017751479,0.236686390532544,0,0,0,0.207100591715976,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP31174,0.925925925925926,0,0,0,0,0,0,0.0740740740740741,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP32662,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP31126,0.581967213114754,0.14344262295082,0,0,0,0.274590163934426,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP32958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP31422,0.921052631578947,0,0,0,0,0,0,0.0789473684210526,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP33496,0.607142857142857,0,0,0,0,0,0.392857142857143,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP34005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP30113,0.0493358633776091,0.950664136622391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP31030,0.512820512820513,0,0,0,0,0,0,0.487179487179487,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP33544,0.811377245508982,0,0,0,0,0,0,0.188622754491018,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP33688,0.798611111111111,0,0,0,0,0,0.201388888888889,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP30907,0.817073170731707,0.182926829268293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP30185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP33837,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP31790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP30143,0.777777777777778,0,0,0,0,0,0,0.222222222222222,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP30071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP30493,0.472222222222222,0,0,0,0,0,0.527777777777778,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP32014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP30332,0.0489296636085627,0.934250764525994,0,0.0168195718654434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP31814,0.673913043478261,0.173913043478261,0.0869565217391304,0,0,0,0.0652173913043478,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP29987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP30083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP32742,0.717391304347826,0.108695652173913,0,0,0,0,0.173913043478261,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP115162,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP29940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP30843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP32222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP31190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP30077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP32694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP33774,0.736842105263158,0.263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP30093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP33094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP30803,0.75609756097561,0,0,0,0,0,0.24390243902439,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP30675,0.0489130434782609,0.951086956521739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP31854,0.804878048780488,0.0024390243902439,0,0,0,0,0,0.192682926829268,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP31606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP30213,0.538461538461539,0,0,0,0,0,0.461538461538462,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP32894,0.785714285714286,0,0,0,0,0,0.214285714285714,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP117260,0.840909090909091,0.0681818181818182,0,0,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP117124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP117932,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP117189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP117217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP117779,0.862068965517241,0,0,0,0,0,0,0.137931034482759,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP117376,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP117681,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP117408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP118015,0.909090909090909,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP117509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP117482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head.SCC..SP117003,0.840909090909091,0,0,0,0,0,0.159090909090909,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123975,0.866666666666667,0,0.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP124044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123850,0.642857142857143,0.357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123884,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123964,0.642857142857143,0.357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123995,0.818181818181818,0.181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP124003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123876,0.619047619047619,0.380952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123878,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123978,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP124013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP124021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123967,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123984,0.777777777777778,0.222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123890,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123950,0.764705882352941,0.235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP124033,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123892,0.769230769230769,0.230769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123840,0.833333333333333,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123882,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123894,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP124017,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123856,0.833333333333333,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123854,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123870,0.625,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123958,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123874,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.ChRCC..SP123836,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP43633,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP36498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP37516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP39997,0.830188679245283,0.169811320754717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP35617,0.878048780487805,0.121951219512195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP37636,0.829787234042553,0.170212765957447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP39907,0.862068965517241,0.137931034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP40736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP42154,0.901960784313726,0.0980392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP39594,0.868421052631579,0.131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP41453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP34452,0.875,0.102941176470588,0,0,0,0,0,0,0,0,0,0,0,0.0220588235294118,0,0,0,0,0
Kidney.RCC..SP42829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP37970,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP34186,0.902777777777778,0.0972222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP37903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP35849,0.709677419354839,0.290322580645161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP36586,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP34431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP37432,0.846153846153846,0.153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP35989,0.550561797752809,0.449438202247191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP39102,0.80952380952381,0.19047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP34493,0.843137254901961,0.156862745098039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP36036,0.757575757575758,0.242424242424242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP35951,0.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP39248,0.844444444444444,0.155555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP34246,0.815217391304348,0.184782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP35412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP39298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP38044,0.883720930232558,0.116279069767442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP38271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP43201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP34191,0.651515151515151,0.348484848484849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP40047,0.846153846153846,0.153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP39349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP37369,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP38759,0.818181818181818,0.181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP36218,0.871794871794872,0.128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP43510,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP43770,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP43651,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP106656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP97249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP106638,0.908396946564885,0.0916030534351145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP97161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP43696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP97113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP97124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP43808,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP43822,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP43514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP97258,0.873873873873874,0.126126126126126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP97194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP109470,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP97278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP109544,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP97104,0.695652173913043,0.304347826086957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP106577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP109457,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP109478,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP43688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP97243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP97269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP113926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP106560,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP43792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP106602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP97145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP43664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP43532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102795,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103233,0.718446601941747,0.281553398058252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103507,0.631578947368421,0.203007518796992,0,0,0,0,0,0,0,0,0,0,0,0.165413533834586,0,0,0,0,0
Kidney.RCC..SP103100,0.796296296296296,0.203703703703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103416,0.810344827586207,0.189655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103005,0.840909090909091,0.159090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102741,0.829059829059829,0.170940170940171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103826,0.855421686746988,0.144578313253012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102897,0.841269841269841,0.158730158730159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102881,0.854545454545454,0.145454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103715,0.711538461538462,0.288461538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103844,0.714285714285714,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103128,0.785714285714286,0.214285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103300,0.802816901408451,0.197183098591549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103057,0.542553191489362,0.457446808510638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102913,0.904761904761905,0.0952380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102783,0.738562091503268,0.261437908496732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103080,0.833333333333333,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP103436,0.793103448275862,0.206896551724138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidney.RCC..SP102957,0.300751879699248,0.150375939849624,0,0,0,0,0,0,0,0,0,0,0,0.548872180451128,0,0,0,0,0
